full_text,time,cleaned_tweet,sentiment,textblob_sentiment
My younger bro can consume 2 hungry man packs of #Indomie am S̶̲̥̅Ơ̴̴̴̴̴̴͡ proud of him ,2013-09-03T09:08:58.000Z,my younger bro can consume 2 hungry man pack of indomie am s ơ proud of him,positive,positive
"RT 
@mooeilicious
 Siapa yang bisa tahan godaan kalo ada makanan ini? #indomie #mooei http://bit.ly/1h0y1pI",2013-09-25T14:54:25.000Z,rt mooeilicious tahan godaan kalo makanan indomie mooei,positive,neutral
"Bsbs""
@idfipujonggow
: CLBK (Cinta Lama Bersemi Kembali) #indomie""",2013-10-07T11:15:26.000Z,bsbs idfipujonggow clbk cinta bersemi indomie,positive,neutral
"Itu kesialan gue,mana kesialan lo? #truestory #indomie",2013-09-26T23:56:27.000Z,kesialan gue kesialan lo truestory indomie,negative,neutral
Terpaksa deh makan makanan putus asa #indomie,2013-09-20T14:35:07.000Z,terpaksa deh makan makanan putus asa indomie,positive,neutral
"#Indomie soto lbh enk zun RT""
@zunlogan
: kutub utara dingin banget, untung gw lg masak mie sedaap.""",2013-09-22T13:05:50.000Z,indomie soto lbh enk zun rt zunlogan kutub utara dingin banget untung gw lg masak mie sedaap,positive,neutral
"selama kemping sarapannya pasti ini "" #mie #noodle #indomie #camp #mounth #food #fresh #delicious… http://instagram.com/p/dCfDLHvwDj/",2013-08-15T15:28:06.000Z,kemping sarapannya mie noodle indomie camp mounth food fresh delicious,negative,positive
jadi kan waktu lebih bermakna #indomie,2013-07-22T11:27:44.000Z,bermakna indomie,neutral,neutral
Mie goreng cakalang ala mie persis #indomie #food #telap12 http://instagram.com/p/do6Df7L-Sy/,2013-08-30T13:36:04.000Z,mie goreng cakalang ala mie persis indomie food telap12,negative,neutral
Internet for tonight! Enak banget ujan2 gini deh... #indomie #dinner http://instagram.com/p/efEY_HIacX/,2013-09-20T14:24:27.000Z,internet for tonight enak banget ujan2 gini deh indomie dinner,positive,neutral
Satu kurang dua kelebihan #Indomie,2013-10-03T14:00:27.000Z,kelebihan indomie,negative,neutral
"Cuma buat anak kost kalee""
@somajoyo
: selalu ada saat mahasiswa kelaparan, tp ga pernah dimasukin dalam lembar terima kasih skripsi #indomie""",2013-10-03T02:21:33.000Z,anak kost kalee somajoyo mahasiswa kelaparan tp ga dimasukin lembar terima kasih skripsi indomie,positive,neutral
jauhkan aku dari pencobaan ini oh #indomie :|,2013-08-23T13:09:00.000Z,jauhkan pencobaan oh indomie,negative,neutral
"Asekkk haha :D ""
@Dodonkkkk
: 
@RM_Iman
 asek dah iman cerita nya, ini cerita imanmo, cerita lo apa ? #indomie""",2013-09-24T15:44:34.000Z,asekkk haha d dodonkkkk rm_iman asek dah iman cerita nya cerita imanmo cerita lo indomie,positive,positive
kenapa racun itu enak? #indomie,2013-09-16T02:36:41.000Z,racun enak indomie,positive,neutral
"ujan-dingin begini tuh paling enak ... makan mie panas"" diirisin cabe,tomat,saos,kerupuk!!! beeehhhh #indomie kari ayam :D",2013-07-22T02:34:38.000Z,ujan dingin tuh enak makan mie panas diirisin cabe tomat saos kerupuk beeehhhh indomie kari ayam d,positive,neutral
Aku kangen ini : #Indomie :)))) (with Debora) [pic] — https://path.com/p/S2h43,2013-09-25T04:34:26.000Z,kangen indomie with debora pic,neutral,neutral
"alhamdulillah, akhirnya bisa bikin #Indomie goreng lombok ijo d kamar kost , sangat nikmat n bersyukur :D 
@dinaruji
  
@tedimo",2013-10-01T06:41:19.000Z,alhamdulillah bikin indomie goreng lombok ijo d kamar kost nikmat n bersyukur d dinaruji tedimo,positive,neutral
Jemnya #indomie RASAKAN!! Hahahaha,2013-06-24T14:14:07.000Z,jemnya indomie rasakan hahahaha,neutral,positive
content,time,content,neutral,neutral
"alhamdulillah, akhirnya bisa bikin #Indomie goreng lombok ijo d kamar kost , sangat nikmat n bersyukur :D 
@dinaruji
  
@tedimo",2013-10-01T06:41:19.000Z,alhamdulillah bikin indomie goreng lombok ijo d kamar kost nikmat n bersyukur d dinaruji tedimo,positive,neutral
Jemnya #indomie RASAKAN!! Hahahaha,2013-06-24T14:14:07.000Z,jemnya indomie rasakan hahahaha,neutral,positive
"Mie Instan, penemuan terhebat abad 20. RT 
@KrisPatPat
: Happiness is simple! #Indomie https://pic.x.com/auuclekgfp",2013-06-03T01:54:31.000Z,mie instan penemuan terhebat abad 20 rt krispatpat happiness is simple indomie,positive,positive
"Ada yang tahu, kenapa orang indonesia suka sekali makan #indomie ? #tanya dong ?",2013-06-20T01:09:58.000Z,orang indonesia suka makan indomie,neutral,neutral
"Yea:) RT 
@B2knana
: SAAAH RT""Efya_Owusua: Later in the evening..... #indomie""",2013-07-05T17:22:15.000Z,yea rt b2knana saaah rt efya_owusua later in the evening indomie,neutral,neutral
Nanti sahur makan #Spaggeti Indonesia lagi dah --______-- #Indomie !!,2013-07-18T15:04:01.000Z,sahur makan spaggeti indonesia dah ______ indomie,positive,neutral
Hidup ga jauh-jauh dari..... #indomie,2013-07-02T07:09:52.000Z,hidup ga indomie,neutral,neutral
"RT ""
@chykaadinda
: murah dan enak:9RT“
@michael0ng
: Ada yang tahu, kenapa orang indonesia suka sekali makan #indomie ? #tanya dong ?”""",2013-06-20T01:22:13.000Z,rt chykaadinda murah enak 9rt michael0ng orang indonesia suka makan indomie,positive,neutral
Apa daya ngga ada yang lain #indomie,2013-06-27T11:38:21.000Z,daya ngga indomie,neutral,neutral
"Lol RT 
@B2knana
: WAY3 ADE3 PAA RT""Efya_Owusua: Yea:) RT 
@B2knana
: SAAAH RT""Efya_Owusua: Later in the evening..... #indomie""""",2013-07-05T17:26:39.000Z,lol rt b2knana way3 ade3 paa rt efya_owusua yea rt b2knana saaah rt efya_owusua later in the evening indomie,neutral,positive
"RT ""@NaomiTehillahS_: Rasanya enak trus murah lagi. RT 
@michael0ng
: Ada yang tahu, kenapa orang indonesia suka sekali makan #indomie ?",2013-06-20T01:22:33.000Z,rt naomitehillahs_ enak trus murah rt michael0ng orang indonesia suka makan indomie,positive,neutral
Gawat jam segini perut nagih #indomie,2013-06-27T15:55:04.000Z,gawat jam segini perut nagih indomie,negative,neutral
"#indomie RT 
@Andi_tindaon
: Apa cerita kalian ?",2013-07-06T10:29:55.000Z,indomie rt andi_tindaon cerita,neutral,neutral
"WAY3 ADE3 PAA RT""@Efya_Owusua: Yea:) RT 
@B2knana
: SAAAH RT""Efya_Owusua: Later in the evening..... #indomie""""",2013-07-05T17:24:44.000Z,way3 ade3 paa rt efya_owusua yea rt b2knana saaah rt efya_owusua later in the evening indomie,neutral,neutral
"Ehmana""@its_Emmelex: Kwadayi alaji 
@phartytiey
: Zan ci""
@Zainabindomie
: Am cooking my favourite food #indomie""""",2013-07-07T19:03:15.000Z,ehmana its_emmelex kwadayi alaji phartytiey zan ci zainabindomie am cooking my favourite food indomie,positive,neutral
"Lmao!kk toh""@Mss_Xangina: Hahahha, sai kije kuci ai""
@phartytiey
: Zan ci""
@Zainabindomie
: Am cooking my favourite food #indomie""""""",2013-07-07T18:53:23.000Z,lmao kk mss_xangina hahahha sai kije kuci ai phartytiey zan ci zainabindomie am cooking my favourite food indomie,positive,positive
Masak ah yg spesial buat saur #indomie telur ,2013-07-10T18:55:27.000Z,masak ah yg spesial saur indomie telur,negative,neutral
#Indomie Ayam Bawang special with #PronasClassic Corned Beef & half cooked egg for my brunch today! Bon appetite! (‾ʃƪ‾),2013-06-17T02:50:30.000Z,indomie ayam bawang special with pronasclassic corned beef half cooked egg for my brunch today bon appetite ʃƪ,positive,positive
1 kurang 2 kebanyakan #indomie,2013-06-15T02:58:55.000Z,1 2 kebanyakan indomie,positive,neutral
twit sebelum ini disponsori/disupport oleh energi #indomie.,2013-07-20T18:03:23.000Z,twit disponsori disupport energi indomie,positive,neutral
"Moncor iya dul -_- RT dika_ToiL: Yess, palagi rawit setan 4 bijik. RT @ iqalicious: Lebih suka bikin #Indomie pake rawit daripada pake saos",2013-06-16T23:46:46.000Z,moncor iya dul _ rt dika_toil yes palagi rawit setan 4 bijik rt iqalicious suka bikin indomie pake rawit pake saos,negative,neutral
Inilah tumpeng raksasa berbahan dasar #Indomie Cabe Ijo di #JakartaCommunityCarnival2013 Senayan Jakarta :D :P #AJIB,2013-04-28T05:56:24.000Z,tumpeng raksasa berbahan dasar indomie cabe ijo jakartacommunitycarnival2013 senayan jakarta d p ajib,positive,neutral
content,time,content,neutral,neutral
Inilah tumpeng raksasa berbahan dasar #Indomie Cabe Ijo di #JakartaCommunityCarnival2013 Senayan Jakarta :D :P #AJIB,2013-04-28T05:56:24.000Z,tumpeng raksasa berbahan dasar indomie cabe ijo jakartacommunitycarnival2013 senayan jakarta d p ajib,positive,neutral
"Lebih suka mi sedap :3 RT 
@arinniullyta
: Direbus atau digoreng gak masalah asalkan itu #indomie https://pic.x.com/rfgvmki2ly",2013-05-18T10:51:37.000Z,suka mi sedap 3 rt arinniullyta direbus digoreng gak indomie,negative,neutral
"Faaaak.....!!! Parah loe..... ""@fahmi_kputro: nyaranin temen gw jual kulkas buat beli #indomie ! hahahaha",2013-04-25T17:56:21.000Z,faaaak parah loe fahmi_kputro nyaranin temen gw jual kulkas beli indomie hahahaha,negative,positive
Jangankan ke negara lain. Ke galaxy lain pun akan ku ajak jika kau mau... #GombaltengahDalu #indomie #rasa #miecelor #up,2013-05-23T16:40:21.000Z,negara galaxy ku ajak kau gombaltengahdalu indomie miecelor up,neutral,neutral
"""@Magydbagrey: @De_mystro iwonder wad she is kukn saf, wad else? #Indomie""hehehe",2013-05-12T12:56:23.000Z,magydbagrey de_mystro iwonder wad she is kukn saf wad else indomie hehehe,neutral,neutral
"""Indomie kari ayam"" in the night! Hungry.. #dinner #hungry #indomie #yummy #favorite http://instagram.com/p/ZVQtSmR70V/",2013-05-15T12:22:49.000Z,indomie kari ayam in the night hungry dinner hungry indomie yummy favorite,positive,positive
"anjirrrrr *ngences* RT 
@Ivan_Manuela
: sedapnya #indomie goreng double + #ovaltine dingin tengah malam gini....",2013-05-10T19:58:56.000Z,anjirrrrr ngences rt ivan_manuela sedapnya indomie goreng double ovaltine dingin malam gini,negative,neutral
Dak katek uong yang berani banting pintu kamar aku selain anginmu yang luar biasa #gombaltengahdalu #religius #bingsal #kebangun #indomie,2013-05-30T19:29:39.000Z,dak katek uong berani banting pintu kamar anginmu gombaltengahdalu religius bingsal kebangun indomie,positive,neutral
Hehehe @Corkycase is mkn brkfast 4 d fam dis morin ƪ(˘⌣˘)┐ ƪ(˘⌣˘)ʃ ┌(˘⌣˘)ʃ D 1 meal boys knw hw 2 kuk bst #Indomie,2013-04-10T11:02:32.000Z,hehehe corkycase is mkn brkfast 4 d fam dis morin ƪ ƪ ʃ ʃ d 1 meal boy knw hw 2 kuk bst indomie,neutral,neutral
Daaan...Tiba2 ada yg lebih menarik dibanding memeluk guling #Indomie :),2013-04-26T19:38:13.000Z,daaan tiba2 yg menarik dibanding memeluk guling indomie,positive,neutral
indomie dulu #instafood #instagood #instadaily #instaphoto #instagram #like4follow #like4like #indomie http://instagram.com/p/ZXzaCSI4sP/,2013-05-16T12:15:46.000Z,indomie instafood instagood instadaily instaphoto instagram like4follow like4like indomie,neutral,neutral
#Indomie goreng lombok ijo itu yumee bgts yah..pedes.. Enakks  (ˆڡˆ),2013-04-21T10:11:51.000Z,indomie goreng lombok ijo yumee bgts yah pes enakks ˆڡˆ,positive,neutral
"ini minumanku, apa minumanmu? #indomie http://instagram.com/p/ZxsVeyPB3M/",2013-05-26T13:22:40.000Z,minumanku minumanmu indomie,neutral,neutral
"Pengennya sarapan nasi kuning tapi akhirnya 'cuma' nyarap #Indomie Soto Mie...Tetap bersyukur, alhamdulillah... #AnakRantau",2013-04-18T01:06:16.000Z,pengennya sarapan nasi kuning nyarap indomie soto mie bersyukur alhamdulillah anakrantau,positive,neutral
"Lmao. Naaa me, I want #indomie RT 
@AnvidLee
: Masa masa wat z dz??lets go n buy koko n forgt aba dz (cont) http://tl.gd/ls4bp8",2013-05-21T08:55:11.000Z,lmao naaa me i want indomie rt anvidlee wat z dz let go n buy koko n forgt aba dz cont,neutral,positive
"Ah ah ah ah, #indomie wura yi ama may3 basaaaa.!!!!!!!!!!",2013-04-21T19:43:31.000Z,ah ah ah ah indomie wura yi ama may3 basaaaa,neutral,neutral
"Padahal sdh komitmen,khusus selasa tdk mkn bnyk.spy seragam rabunya gk sempit. Huhuuu,semua gagaalll karnamuuu #indomie",2013-04-23T12:51:22.000Z,sdh komitmen khusus selasa tdk mkn bnyk spy seragam rabunya gk sempit huhuuu gagaalll karnamuuu indomie,positive,neutral
TENGAH MALAM ENAKNYA #INDOMIE,2013-05-19T17:35:57.000Z,malam enaknya indomie,positive,neutral
"Itu ceritaku, apa ceritamu ? #indomie",2013-05-19T15:16:31.000Z,ceritaku ceritamu indomie,neutral,neutral
Selamat pagi. #Sabtu suntok. #Weekend suntok #KKNlom #instamood #indomie #indokmakeuh,2013-05-11T00:43:01.000Z,selamat pagi sabtu suntok weekend suntok kknlom instamood indomie indokmakeuh,positive,neutral
KAPAN GW MAKAN #INDOMIE kaya gini,2013-03-12T13:52:34.000Z,gw makan indomie kaya gini,positive,neutral
daripada makan #Indomie mending minum #Energen :) *tunda kelaparan,2013-03-28T14:33:55.000Z,makan indomie mending minum energen tunda kelaparan,negative,neutral
content,time,content,neutral,neutral
"Itu ceritaku, apa ceritamu ? #indomie",2013-05-19T15:16:31.000Z,ceritaku ceritamu indomie,neutral,neutral
Selamat pagi. #Sabtu suntok. #Weekend suntok #KKNlom #instamood #indomie #indokmakeuh,2013-05-11T00:43:01.000Z,selamat pagi sabtu suntok weekend suntok kknlom instamood indomie indokmakeuh,positive,neutral
KAPAN GW MAKAN #INDOMIE kaya gini,2013-03-12T13:52:34.000Z,gw makan indomie kaya gini,positive,neutral
daripada makan #Indomie mending minum #Energen :) *tunda kelaparan,2013-03-28T14:33:55.000Z,makan indomie mending minum energen tunda kelaparan,negative,neutral
Indomie selerakuuu #picoftheday #photooftheday #noodle #instafood #instafood #indomie #yummy #loveit… http://instagr.am/p/WMWV4uFg0O/,2013-02-26T11:45:48.000Z,indomie selerakuuu picoftheday photooftheday noodle instafood instafood indomie yummy loveit,positive,neutral
#indomie ini membuat iman runtuh lagi! wkwkwkww,2013-03-20T08:34:23.000Z,indomie iman runtuh wkwkwkww,positive,neutral
Wah... payah nih! http://bit.ly/133QtLj #Indomie,2013-02-21T05:20:03.000Z,payah nih indomie,negative,neutral
Semoga perut ga knpa kenapaa #indomie seleraku,2013-03-30T02:40:29.000Z,semoga perut ga knpa kenapaa indomie seleraku,positive,neutral
Melipir kekios samping kantor #Indomie :-P,2013-03-25T18:19:21.000Z,melipir kekios samping kantor indomie p,negative,neutral
Sarapan dulu... #Indomie #AnakRantau,2013-02-28T23:39:02.000Z,sarapan indomie anakrantau,negative,neutral
"Wuaduh, udah jam ½ 10! Males ah mau makan di luar...Buat #Indomie aja deh... +_+",2013-03-20T14:35:45.000Z,wuaduh udah jam ½ 10 male ah makan indomie aja deh _,neutral,neutral
Semangkuk #Indomie Soto Mie untuk teman dikala hujan mengguyur ibukota Jakarta... :),2013-04-06T09:03:13.000Z,semangkuk indomie soto mie teman dikala hujan mengguyur ibukota jakarta,neutral,neutral
#indomie Soto medan aslinya mie \m/,2013-03-10T16:04:02.000Z,indomie soto medan aslinya mie m,positive,neutral
Start unit dengan bahan bakar #indomie,2013-03-06T07:11:21.000Z,start unit bahan bakar indomie,neutral,neutral
"Iklan bangeeeet, dibayar brapaa? Hahaha RT @SherenJJ: Lidah jg gk bs boong #indomie :p RT""
@giselgiselaa
: Hati emang ga bisa boong""""",2013-03-25T15:57:44.000Z,iklan bangeeeet dibayar brapaa hahaha rt sherenjj lidah jg gk b boong indomie p rt giselgiselaa hati emang ga boong,positive,positive
Buat sarapan dulu ah... #AnakRantau #Indomie #ItsCookingTime,2013-03-14T00:34:53.000Z,sarapan ah anakrantau indomie itscookingtime,negative,neutral
Sumringah amat yg mau makan jatah #indomie bulan ini http://instagr.am/p/XFJVhDDfFp/,2013-03-20T13:06:55.000Z,sumringah yg makan jatah indomie,neutral,neutral
"Nasib #AnakRantau mas...Dalam seminggu makan #Indomie itu pasti... x_x RT 
@DowoSun
: Jgn sering2 mkn indomie euy..,",2013-02-11T19:59:01.000Z,nasib anakrantau ma seminggu makan indomie x_x rt dowosun jgn sering2 mkn indomie euy,positive,neutral
Mkan #INDOMIE dlue..,2013-04-08T05:30:36.000Z,mkan indomie dlue,neutral,neutral
#indomie #instan #enak #halal coba semuanya seperti ini >>>:),2013-04-02T12:26:49.000Z,indomie instan enak halal coba,positive,neutral
Mak prepet.. Njuk ngelih.. #indomie,2013-03-24T16:35:03.000Z,mak prepet njuk ngelih indomie,negative,neutral
"Astaga! Gw jg mau kl gt ""
@djfarezki
: OK, gratis #prewedding #Singapore tukar dengan #indomie goreng ditutup… tunggu gratisan selanjutnya",2013-04-04T06:58:02.000Z,astaga gw jg kl gt djfarezki ok gratis prewedding singapore tukar indomie goreng ditutup tunggu gratisan,positive,positive
Bismillah #Indomie on point,2013-01-24T02:38:26.000Z,bismillah indomie on point,neutral,neutral
content,time,content,neutral,neutral
"hahaa bikin gih bikin :p RT @myql_rivando13: Gara2 tweet ini, gw jadi pengen makan #indomie RT  ""Lulugsiskaa: indomi .seleraku ^^""",2013-01-18T14:41:41.000Z,hahaa bikin gih bikin p rt myql_rivando13 gara2 tweet gw pengen makan indomie rt lulugsiskaa indomi seleraku,positive,neutral
"Orang lalu lalang diluar & di toko, depan apartment, remaja & dewasa, sambil berdiri semua makan POPMIE  #kuwait #indomie",2013-01-27T07:22:08.000Z,orang lalang diluar toko apartment remaja dewasa berdiri makan popmie kuwait indomie,positive,neutral
 #indomie .... seleraku ...... #instagram #instapad #instaphoto #instago #instagood #instamood… http://instagr.am/p/Vai-5FPyWQ/,2013-02-07T03:33:57.000Z,indomie seleraku instagram instapad instaphoto instago instagood instamood,positive,neutral
Katanya ga boleh banyak2 makan #indomie ya? Baiklah.. *AmbilSupermi,2013-01-23T23:35:06.000Z,ga banyak2 makan indomie ya baiklah ambilsupermi,positive,neutral
"Pulsa sekarat, hp lowbat, nasi blm dimasak, dompet kere.. Lengkap banget hari ini teledornya.. #indomie menemaniku seharian dah.",2013-02-02T02:54:09.000Z,pulsa sekarat hp lowbat nasi blm dimasak dompet kere lengkap banget teledornya indomie menemaniku seharian dah,negative,neutral
Abis 'ngemil' #Indomie Ayam Bawang pake telor ½ mateng...Dipedesin pula! Keringet pun meluncur deras...,2013-02-06T04:16:48.000Z,abis ngemil indomie ayam bawang pake telor ½ mateng dipedesin keringet meluncur deras,negative,neutral
"Bangun tidur, prepare buat kerja...Panasin aer buat teh, siapin #Indomie buat sarapan, & saatnya mandi...",2013-02-08T19:09:29.000Z,bangun tidur prepare kerja panasin aer teh siapin indomie sarapan mandi,positive,neutral
"Duh, ternyata ini adalah #Indomie & telor terakhir di mini kitchen saya...Pulang kerja harus belanja dulu nih kayaknya...",2013-02-08T19:29:32.000Z,duh indomie telor mini kitchen pulang kerja belanja nih kayaknya,positive,negative
"wakawakakk 
@tifanymargaret
 #indomie",2013-01-18T14:04:33.000Z,wakawakakk tifanymargaret indomie,neutral,neutral
Kl udah jam 10 malem dan bingung makan dimana... yg pasti2 aja ke kedai #indomie,2013-02-04T15:44:25.000Z,kl udah jam 10 malem bingung makan dimana yg pasti2 aja kedai indomie,positive,neutral
"10 tahun kemudian, stroke, asam urat, diabetes, :)) RT 
@yuwanariestiyan
: Guilty pleasure!! #indomie #tengahmalam",2013-02-05T17:58:30.000Z,10 stroke asam urat diabetes rt yuwanariestiyan guilty pleasure indomie tengahmalam,negative,negative
Makan #indomie goreng pake telur rebus kayak nya enak nih (ˆڡˆ),2013-01-18T12:15:20.000Z,makan indomie goreng pake telur rebus kayak nya enak nih ˆڡˆ,positive,neutral
"Lol""@Omotdamsel: O ta lenu!!!> #indomie 50 #atagigun 200""",2012-12-15T10:28:07.000Z,lol omotdamsel o ta lenu indomie 50 atagigun 200,neutral,positive
Sarapan pagi #Indomie Cabe Ijo plus pangsit ... Perfect blend :)),2012-12-16T02:49:49.000Z,sarapan pagi indomie cabe ijo plus pangsit perfect blend,negative,positive
"ijo, pedas, hot, apa ayooo? #green #spicy #hot #noodle #indomie #new #try #20likes #50likes #l4l #like4like http://instagr.am/p/TFtrk6y1qU/",2012-12-11T08:21:17.000Z,ijo pedas hot ayooo green spicy hot noodle indomie new try 20likes 50likes l4l like4like,negative,positive
#Lunch @ kosan #indomie #bukan http://instagr.am/p/1nd0m13,2012-11-21T05:29:42.000Z,lunch kosan indomie,neutral,neutral
content,time,content,neutral,neutral
"ijo, pedas, hot, apa ayooo? #green #spicy #hot #noodle #indomie #new #try #20likes #50likes #l4l #like4like http://instagr.am/p/TFtrk6y1qU/",2012-12-11T08:21:17.000Z,ijo pedas hot ayooo green spicy hot noodle indomie new try 20likes 50likes l4l like4like,negative,positive
#Lunch @ kosan #indomie #bukan http://instagr.am/p/1nd0m13,2012-11-21T05:29:42.000Z,lunch kosan indomie,neutral,neutral
"sarapan nikmat :9 
@yosefkristiano
 #instagram #instafood #culinary #breakfast #indomie #miecabeijo http://instagr.am/p/T1gefJDwcv/",2012-12-29T21:49:31.000Z,sarapan nikmat 9 yosefkristiano instagram instafood culinary breakfast indomie miecabeijo,positive,neutral
"#indomie da kuai.....Wai!!,zaki shaa Chi",2012-12-15T19:39:05.000Z,indomie da kuai wai zaki shaa chi,neutral,neutral
"Menu sarapan hari ini bener² representasi isi kantong saya...Semangkuk #Indomie rasa ayam (tidak) spesial...Polos, tanpa telur or sayuran!",2012-12-20T00:52:45.000Z,menu sarapan bener² representasi isi kantong semangkuk indomie ayam spesial polo telur or sayuran,negative,neutral
"Cukup sekali ah, nyobain #Indomie Cabe Ijo. Takut rasanya bikin galau :)))",2012-12-25T03:20:27.000Z,ah nyobain indomie cabe ijo takut bikin galau,negative,neutral
"Varian #Indomie paling enak versi gw masih Mie Celor & Soto Banjar! RT 
@putrategar2709
: Iya yaa warnanya ijo begitu. Gak menggugah selera :D",2012-12-20T04:49:57.000Z,varian indomie enak versi gw mie celor soto banjar rt putrategar2709 iya yaa warnanya ijo gak menggugah selera d,positive,neutral
"kitsewaaa biara nnsua RT 
@Aquozuah
: lol...ahiaa? RT @dat_VALCO_gee: i c already #indomie an tinz RT 
@Aquozuah
: nuh bhadd.....",2012-12-12T14:25:40.000Z,kitsewaaa biara nnsua rt aquozuah lol ahiaa rt dat_valco_gee i c already indomie an tinz rt aquozuah nuh bhadd,neutral,positive
Cuma beda warna dan rasa nya pun agak sedikit beda #indomie,2012-12-18T10:11:27.000Z,beda warna nya beda indomie,neutral,neutral
ijo mantap hot. apa ayo? INDOMIE GORENG CABE IJO #iklan #indomie :),2012-12-07T04:57:25.000Z,ijo mantap hot ayo indomie goreng cabe ijo iklan indomie,negative,positive
"Chit-chat with 
@JeungWoRo
 soal #indomie , jadi ngileeerr.. *After rain, here comes indomie kuah*",2012-12-15T05:20:47.000Z,chit chat with jeungworo indomie ngileeerr after rain here come indomie kuah,neutral,neutral
#Indomie #mie #food #Indonesia #instandroid #instaindonesia #seleraku  Indomie Seleraku http://instagr.am/p/TUcq1dr0Er/,2012-12-17T01:39:33.000Z,indomie mie food indonesia instandroid instaindonesia seleraku indomie seleraku,positive,neutral
#indomie itu tidak dpt ditolak!,2012-12-31T08:26:53.000Z,indomie dpt ditolak,negative,neutral
Ceritanya pas salah satu Presiden kita lawatan ke White House. Bawa keluarganya dong doi. Dijamu ala western. #indomie,2012-12-18T13:59:01.000Z,ceritanya pa salah presiden lawatan white house bawa keluarganya doi dijamu ala western indomie,negative,neutral
Indomie seleraku! #indomie #indonesia #supper #food #foodism #chili #egg #hot #noodle #foodporn http://instagr.am/p/TGOWWDvxnK/,2012-12-11T13:05:05.000Z,indomie seleraku indomie indonesia supper food foodism chili egg hot noodle foodporn,positive,positive
"Tapi memang lidah Endonesya, ada kerabatnya Presiden ga cucok makan Western food. Ngidam makan #indomie !",2012-12-18T14:00:28.000Z,lidah endonesya kerabatnya presiden ga cucok makan western food ngidam makan indomie,neutral,neutral
"Anyway, cerita #indomie helikopter tadi dari salah satu kader partai Presiden yg menjabat saat itu.. :)",2012-12-18T14:11:53.000Z,anyway cerita indomie helikopter salah kader partai presiden yg menjabat,negative,neutral
"Sewa helikopter di US, pasti mahal lah. 5 digit US. So, jadilah kerabat Presiden itu makan #indomie termahal di dunia..",2012-12-18T14:08:45.000Z,sewa helikopter u mahal 5 digit u so kerabat presiden makan indomie termahal dunia,positive,neutral
"selamat pagi Indonesia,   mari sarapan ... #indomie",2012-11-01T01:39:18.000Z,selamat pagi indonesia mari sarapan indomie,positive,neutral
content,time,content,neutral,neutral
"selamat pagi Indonesia,   mari sarapan ... #indomie",2012-11-01T01:39:18.000Z,selamat pagi indonesia mari sarapan indomie,positive,neutral
"Breakfast #indomie kari, 1/3 bumbu, #telor 2/3 done, daun #bawang putih/merah #scallop #okra #lada #cabe #kopi #bali",2012-11-19T04:07:13.000Z,breakfast indomie kari 1 3 bumbu telor 2 3 done daun bawang putih merah scallop okra lada cabe kopi bali,negative,neutral
"Rainy, #Indomie yummmmmiiii http://instagr.am/p/SKfol8K9_o/",2012-11-18T08:21:51.000Z,rainy indomie yummmmmiiii,neutral,neutral
Makanan disaat kedinginan #indomie #mie #rebus #kuah #nya #abis http://instagr.am/p/R9fWhLyHWw/,2012-11-13T07:08:52.000Z,makanan disaat kedinginan indomie mie rebus kuah nya abis,positive,neutral
Pengganjal perut. #Indomie,2012-11-10T19:34:44.000Z,pengganjal perut indomie,negative,neutral
"Alhamdulillah, punya warkop sendiri dikosan #indomie #milopanas",2012-11-13T15:14:48.000Z,alhamdulillah warkop dikosan indomie milopanas,positive,neutral
iklan paling gak jelas.. #Indomie,2012-11-12T14:53:59.000Z,iklan gak indomie,neutral,neutral
Bahkan yang instant pun perlu proses #indomie,2012-10-21T12:55:39.000Z,instant prose indomie,positive,neutral
"Superb! RT 
@missciccone
: Masaknya 3 menit, makannya semenit. #Indomie",2012-11-20T14:00:37.000Z,superb rt missciccone masaknya 3 menit makannya semenit indomie,positive,positive
#indomie emang juara dah...,2012-10-23T20:55:30.000Z,indomie emang juara dah,positive,neutral
"pengen sampe rumah, trus masak #indomie rebus kari ayam! gilaaa! sedaaap banget yah!",2012-11-20T09:31:10.000Z,pengen sampe rumah trus masak indomie rebus kari ayam gilaaa sedaaap banget yah,negative,neutral
Malam ini mi lagi #indomie #mie http://instagr.am/p/RC1Ac3BPMj/,2012-10-21T12:22:28.000Z,malam mi indomie mie,neutral,neutral
"Kuliah siang ini » RT 
@Subiakto
: Tepat jam 12.00. Tweet ttg kampanye #Indomie thn 1995 saya mulai",2012-10-29T05:28:13.000Z,kuliah siang rt subiakto jam 12 00 tweet ttg kampanye indomie thn 1995,positive,neutral
"Pake cinta dong ciee RT 
@AlyntChills
: pake cabe rawit jg RT 
@ZicoFernando
: pengen sampe rumah, trus masak #indomie rebus kari ayam! gilaaa",2012-11-20T10:12:15.000Z,pake cinta ciee rt alyntchills pake cabe rawit jg rt zicofernando pengen sampe rumah trus masak indomie rebus kari ayam gilaaa,positive,neutral
"*bigApplause RT 
@Subiakto
: Maka mengudaralah iklan  itu selama 10thn melambungkan penjualan #Indomie Sekian. Semoga berkenan",2012-10-30T09:47:41.000Z,bigapplause rt subiakto mengudaralah iklan 10thn melambungkan penjualan indomie sekian semoga berkenan,positive,neutral
Haa.. coto makassar yang lezat.. #indomie,2012-10-31T14:44:19.000Z,haa coto makassar lezat indomie,positive,neutral
